long,lat,periodo,titulo_proyecto,productora_razon_social,tipo_produccion,fecha_rodaje,direccion,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.37137295,-34.60019795,2011,GRAN DT,AWARDS CINE SRL,CINE PUBLICITARIO,2011-06-08,25 DE MAYO 650,25 DE MAYO,650,SAN NICOLAS,COMUNA 1,1002,C1002ABN
-58.37137295,-34.60019795,2014,TURN IN DOWN,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2014-12-14,25 DE MAYO 650,25 DE MAYO,650,SAN NICOLAS,COMUNA 1,1002,C1002ABN
-58.3713855,-34.60008134,2012,DAVID,LND SRL,CINE PUBLICITARIO,2012-09-11,25 DE MAYO 666,25 DE MAYO,666,SAN NICOLAS,COMUNA 1,1002,C1002ABN
-58.37136944,-34.59942518,2011,TKMAXX,ALTANA FILMS SA,CINE PUBLICITARIO,2011-02-13,25 DE MAYO 701,25 DE MAYO,701,SAN NICOLAS,COMUNA 1,1002,C1002ABO
-58.37146318,-34.59920722,2011,CREDIT AGRICOLE,JACARANDA FILMS SA,CINE PUBLICITARIO,2011-04-02,25 DE MAYO 732,25 DE MAYO,732,SAN NICOLAS,COMUNA 1,1002,C1002ABP
-58.41696682,-34.65896964,2015,CAMPANIA GOBIERNO DE LA CIUDAD,PROTEINA PURA SA,CINE PUBLICITARIO,2015-04-07,27 DE FEBRERO AV. 4901,27 DE FEBRERO AV.,4901,NUEVA POMPEYA,COMUNA 4,,
-58.43214713,-34.67008538,2011,PHILIPS,GOODGATE SA,CINE PUBLICITARIO,2011-04-17,27 DE FEBRERO AV. 6500,27 DE FEBRERO AV.,6500,VILLA SOLDATI,COMUNA 8,1437,C1437FYO
-58.44411450000001,-34.56844839,2013,GMS,TECNO FILMS SRL,CINE PUBLICITARIO,2013-11-14,3 DE FEBRERO 1155,3 DE FEBRERO,1155,PALERMO,COMUNA 14,1426,C1426BJI
-58.44652329,-34.56567858,2011,MUEVE TU CUERPO,PELICULAS CORTITAS SA,CINE PUBLICITARIO,2011-05-20,3 DE FEBRERO 1401,3 DE FEBRERO,1401,BELGRANO,COMUNA 13,1426,C1426BJO
-58.4502554,-34.56147083,2014,MARTITA,FUNDACION DEL CINE,ESTUDIANTES,2014-04-25,3 DE FEBRERO 1870,3 DE FEBRERO,1870,BELGRANO,COMUNA 13,1428,C1428AHB
-58.45372628,-34.55732665,2012,EN MI VIDA (TODOS CONTENTOS),LUIS MARIA LEONCIO BARONE,LARGOMETRAJE CON I.N.C.A.A.,2012-05-02,3 DE FEBRERO 2301,3 DE FEBRERO,2301,BELGRANO,COMUNA 13,1428,C1428AHK
-58.45734857,-34.55324691,2015,MALDITO SEAS WATERFALL!,RIO ROJO CONTENIDOS SRL,LARGOMETRAJE CON I.N.C.A.A.,2015-12-04,3 DE FEBRERO 2772,3 DE FEBRERO,2772,BELGRANO,COMUNA 13,1428,C1428AHT
-58.45734857,-34.55324691,2015,MALDITO SEAS WATERFALL!,RIO ROJO CONTENIDOS SRL,LARGOMETRAJE CON I.N.C.A.A.,2015-04-27,3 DE FEBRERO 2772,3 DE FEBRERO,2772,BELGRANO,COMUNA 13,1428,C1428AHT
-58.45879178,-34.55098581,2012,23 PARES,ALBERTINA CARRI,PROGRAMA TELEVISIVO,2012-03-10,3 DE FEBRERO 2980,3 DE FEBRERO,2980,NUÑEZ,COMUNA 13,1429,C1429BFD
-58.37124206,-34.61261165,2013,APEROL,ALTANA FILMS SA,CINE PUBLICITARIO,2013-01-13,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37124206,-34.61261165,2012,GOBIERNO DE LA CIUDAD DE BUENOS AIRES,EL SANTUARIO SRL,CINE PUBLICITARIO,2012-04-02,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37124206,-34.61261165,2013,HISSU EL GRANDE,LA DOBLE A SA,CINE PUBLICITARIO,2013-02-02,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37124206,-34.61261165,2012,LYNCH,UTOPICA GROUP SRL,PROGRAMA TELEVISIVO,2012-11-28,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37124206,-34.61261165,2015,OPERACION MEXICO,ALEPH MEDIA SA,LARGOMETRAJE NACIONAL,2015-03-23,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37124206,-34.61261165,2011,PERSONAL,URSULA CINE SA,CINE PUBLICITARIO,2011-03-31,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37124206,-34.61261165,2011,PERSONAL,URSULA CINE SA,CINE PUBLICITARIO,2011-03-30,5 DE JULIO 401,5 DE JULIO,401,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37123525,-34.61269494,2013,COCA COLA ZERO,GOODGATE SA,CINE PUBLICITARIO,2013-12-14,5 DE JULIO 405,5 DE JULIO,405,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37117605,-34.61262855,2013,BEROCCA,METROPOLIS FILMS SA,CINE PUBLICITARIO,2013-07-03,5 DE JULIO 420,5 DE JULIO,420,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117605,-34.61262855,2015,CHLOE CAMPAI 2016,GOODGATE SA,FOTOGRAFIA,2015-08-11,5 DE JULIO 420,5 DE JULIO,420,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.3712012,-34.61311139,2011,GOICOCHEA,ORBIT PRODUCCIONES SA,CINE PUBLICITARIO,2011-05-10,5 DE JULIO 425,5 DE JULIO,425,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.3712012,-34.61311139,2011,MAGNETISMO,AWARDS CINE SRL,CINE PUBLICITARIO,2011-01-27,5 DE JULIO 433,5 DE JULIO,433,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.3712012,-34.61311139,2011,KOTEX,PIONERAS PRODUCCIONES SA,CINE PUBLICITARIO,2011-02-23,5 DE JULIO 435,5 DE JULIO,435,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37117407,-34.61265283,2013,BRAHMA CUADRO,TRES PLANOS CINE SA,CINE PUBLICITARIO,2013-08-20,5 DE JULIO 444,5 DE JULIO,444,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2013,PALERMO NUNCA DUERME,DELFINA VOUILLOUD,CORTOMETRAJE,2013-10-28,5 DE JULIO 444,5 DE JULIO,444,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2014,ARREBATO,OJOBLINDADO SRL,LARGOMETRAJE CON I.N.C.A.A.,2014-02-20,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2014,COVERT AFFAIRES,TECNO FILMS SRL,PROGRAMA TELEVISIVO,2014-09-27,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2014,ITALIA,SOMOS ARE SRL,CINE PUBLICITARIO,2014-05-04,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2014,ITALIA,SOMOS ARE SRL,CINE PUBLICITARIO,2014-12-04,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2014,JCREW,COMPAÑIA ARGENTINA DE PELICULAS SRL,FOTOGRAFIA,2014-11-19,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2014,PUERTAS,FIGHT FILMS SA,CINE PUBLICITARIO,2014-05-24,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2015,LA ORGANIZACION,FUNDACION DEL CINE,ESTUDIANTES,2015-10-10,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37117407,-34.61265283,2015,LA ORGANIZACION,FUNDACION DEL CINE,ESTUDIANTES,2015-11-10,5 DE JULIO 450,5 DE JULIO,450,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.3712012,-34.61311139,2012,GANCIA,LND SRL,CINE PUBLICITARIO,2012-11-14,5 DE JULIO 451,5 DE JULIO,451,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37115666,-34.61286576,2012,FORD FIESTA,SERGIO TEUBAL,CINE PUBLICITARIO,2012-11-17,5 DE JULIO 460,5 DE JULIO,460,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37115666,-34.61286576,2012,TK MAXX 2,LABHOUSE SA,CINE PUBLICITARIO,2012-03-03,5 DE JULIO 460,5 DE JULIO,460,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.37111013,-34.61343484,2015,BONAQUA - MALHIDRATADOS,LND SRL,CINE PUBLICITARIO,2015-10-24,5 DE JULIO 488,5 DE JULIO,488,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.3712012,-34.61311139,2015,CHANDON - CELEBRATE,LND SRL,CINE PUBLICITARIO,2015-09-29,5 DE JULIO 489,5 DE JULIO,489,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.3712012,-34.61311139,2013,FORD FIESTA 2,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2013-10-18,5 DE JULIO 489,5 DE JULIO,489,MONSERRAT,COMUNA 1,1064,C1064ABA
-58.37110562,-34.61348997,2011,LA POLONESA HEROICA,ENERC,ESTUDIANTES,2011-11-20,5 DE JULIO 500,5 DE JULIO,500,MONSERRAT,COMUNA 1,1064,C1064ABB
-58.38125472,-34.61196735,2013,METROBUS TRANSFORMACIONES,MISSING CAT SA,CINE PUBLICITARIO,2013-07-17,9 DE JULIO AV. 1901,9 DE JULIO AV.,1901,MONSERRAT,COMUNA 1,1073,C1073ACA
-58.44249871,-34.59955567,2011,MUJER CONEJO,VERONICA CHEN,LARGOMETRAJE CON I.N.C.A.A.,2011-11-04,ACEVEDO 229,ACEVEDO,229,VILLA CRESPO,COMUNA 15,1414,C1414DJE
-58.43797289999999,-34.59630722,2014,SUPER CHIC,LA DOBLE A SA,CINE PUBLICITARIO,2014-04-17,ACEVEDO 636,ACEVEDO,636,VILLA CRESPO,COMUNA 15,1414,C1414DJN
-58.43797289999999,-34.59630722,2014,TIO,FILMES SA,CINE PUBLICITARIO,2014-05-25,ACEVEDO 636,ACEVEDO,636,VILLA CRESPO,COMUNA 15,1414,C1414DJN
-58.43797289999999,-34.59630722,2012,365,1789 SRL,CINE PUBLICITARIO,2012-06-15,ACEVEDO 638,ACEVEDO,638,VILLA CRESPO,COMUNA 15,1414,C1414DJN
-58.43797289999999,-34.59630722,2013,EL LEGADO DE GARIBALDI,IDEALISMO CONTENIDOS SRL,PROGRAMA TELEVISIVO,2013-07-10,ACEVEDO 638,ACEVEDO,638,VILLA CRESPO,COMUNA 15,1414,C1414DJN
-58.43679149,-34.59567457,2015,ESPERANZA MIA,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2015-05-13,ACEVEDO 745,ACEVEDO,745,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2015,A MIS LE ENCANTA,HYPNOSIS SRL,CINE PUBLICITARIO,2015-05-15,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2015,AGUAS WE,LA DOBLE A SA,CINE PUBLICITARIO,2015-04-26,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2015,AGUAS WE,LA DOBLE A SA,CINE PUBLICITARIO,2015-05-18,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2014,CREMIX PACHORRA,CASTA DIVA PICTURES SA,CINE PUBLICITARIO,2014-01-10,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2015,DANONINO DIAS,AD ONE SRL,CINE PUBLICITARIO,2015-04-17,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2012,DOGUI,AWARDS CINE SRL,CINE PUBLICITARIO,2012-05-16,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2012,HELLMANN'S,BLISS FILMS SRL,CINE PUBLICITARIO,2012-01-03,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2012,KNORR,CINE PUBLICITARIO SRL,CINE PUBLICITARIO,2012-06-30,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2014,LENTO,AGUIRREFILMS SRL,CINE PUBLICITARIO,2014-10-10,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2015,LISOPRESOL FASES: 7 DIAS,CAPITAL INTELECTUAL SA,CINE PUBLICITARIO,2015-07-09,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2012,LO QUE ME GUSTA Y HACE BIEN,HYPNOSIS SRL,CINE PUBLICITARIO,2012-10-21,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2011,MAGISTRAL,LOPEZ Y GARRIGA SRL,CINE PUBLICITARIO,2011-05-21,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2012,MAMA EXPRESS,AGUIRREFILMS SRL,CINE PUBLICITARIO,2012-09-19,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2011,NUTRIEQUILIBRIO,HAPPY TOGETHER PRODUCTION SERVICES SRL,CINE PUBLICITARIO,2011-04-11,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2012,REINVENTA,RASTI FILMS SA,CINE PUBLICITARIO,2012-08-22,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2013,SALVO,PALERMO FILMS SA,CINE PUBLICITARIO,2013-04-24,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2014,TANG LA MESA DE LA MAMA DE MICA,ORUGA FILMS SA,CINE PUBLICITARIO,2014-05-19,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43656997,-34.59553285,2015,AMIGAS,48M2 SA,CINE PUBLICITARIO,2015-12-16,ACEVEDO 769,ACEVEDO,769,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.4364029,-34.59542602,2012,CASA Y PALADAR,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2012-10-25,ACEVEDO 787,ACEVEDO,787,VILLA CRESPO,COMUNA 15,1414,C1414DJO
-58.43553052,-34.59486902,2012,WINNERS,PELUCA INTERNACIONAL SA,CINE PUBLICITARIO,2012-07-02,ACEVEDO 869,ACEVEDO,869,VILLA CRESPO,COMUNA 15,1414,C1414DJQ
-58.47527252,-34.57424715,2012,AMAR ES BENDITO,MANDRAGORA PRODUCCIONES SRL,LARGOMETRAJE CON I.N.C.A.A.,2012-09-04,"ACHA, MARIANO, GRAL. 2001","ACHA, MARIANO, GRAL.",2001,VILLA URQUIZA,COMUNA 12,1430,C1430DUO
-58.47527252,-34.57424715,2012,AMAR ES BENDITO,MANDRAGORA PRODUCCIONES SRL,LARGOMETRAJE CON I.N.C.A.A.,2012-12-04,"ACHA, MARIANO, GRAL. 2001","ACHA, MARIANO, GRAL.",2001,VILLA URQUIZA,COMUNA 12,1430,C1430DUO
-58.47564485,-34.57394938,2013,DETRAS DEL SHOW,SUDESTADA CINE SRL,PROGRAMA TELEVISIVO,2013-12-25,"ACHA, MARIANO, GRAL. 2060","ACHA, MARIANO, GRAL.",2060,VILLA URQUIZA,COMUNA 12,1430,C1430DUP
-58.48308241,-34.56546115,2012,DIAMOND SANTORO Y LA SOGA DE LOS MUERTOS,PUENZO HNOS SA,LARGOMETRAJE CON I.N.C.A.A.,2012-02-02,"ACHA, MARIANO, GRAL. 3037","ACHA, MARIANO, GRAL.",3037,VILLA URQUIZA,COMUNA 12,1430,C1430DVI
-58.48928325,-34.55788171,2011,J.O.D.A,MONTECARLO FILMS SRL,CINE PUBLICITARIO,2011-11-21,"ACHA, MARIANO, GRAL. 3778","ACHA, MARIANO, GRAL.",3778,SAAVEDRA,COMUNA 12,1430,C1430DVX
-58.48920474,-34.55784914,2012,LO QUE ME GUSTA Y HACE BIEN,HYPNOSIS SRL,CINE PUBLICITARIO,2012-10-23,"ACHA, MARIANO, GRAL. 3779","ACHA, MARIANO, GRAL.",3779,SAAVEDRA,COMUNA 12,1430,C1430DVW
-58.49490608,-34.54968256,2011,LA BAGONETA,ALEPH MEDIA SA,LARGOMETRAJE CON I.N.C.A.A.,2011-11-15,"ACHA, MARIANO, GRAL. 4813","ACHA, MARIANO, GRAL.",4813,SAAVEDRA,COMUNA 12,1430,C1430DWS
-58.35863994,-34.61135919,2013,EL MISTERIO DE LA FELICIDAD,BDCINE SRL,LARGOMETRAJE NACIONAL,2013-05-08,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2012,EN MI VIDA (TODOS CONTENTOS),LUIS MARIA LEONCIO BARONE,LARGOMETRAJE CON I.N.C.A.A.,2012-02-13,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2015,ESIKA,JORGE OSVALDO LEON,FOTOGRAFIA,2015-07-22,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2012,LA MUJER DE LA FOTO,FUNDACION DEL CINE,ESTUDIANTES,2012-08-12,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2013,PERSONAL,REBOLUCION SA,CINE PUBLICITARIO,2013-07-13,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2012,PORTABILDAD,LA DOBLE A SA,CINE PUBLICITARIO,2012-05-02,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2013,SOLAMENTE VOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2013-01-28,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2011,TECNOPOLIS,REBOLUCION SA,CINE PUBLICITARIO,2011-06-09,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2011,TECNOPOLIS,REBOLUCION SA,CINE PUBLICITARIO,2011-09-29,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35863994,-34.61135919,2013,UP IS DOWN,PRODUCCIONES STARFILM SRL,DOCUMENTAL,2013-04-14,"ACHAVAL RODRIGUEZ, T., DR. AV. 1101","ACHAVAL RODRIGUEZ, T., DR. AV.",1101,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35877115,-34.61075093,2011,ELOISA,ELOISA ITURBE,INSTITUCIONALES,2011-07-15,"ACHAVAL RODRIGUEZ, T., DR. AV. 1102","ACHAVAL RODRIGUEZ, T., DR. AV.",1102,PUERTO MADERO,COMUNA 1,1107,C1107ACN
-58.35882131,-34.61115028,2014,FIAT 500L,INDIGENA SRL,CINE PUBLICITARIO,2014-01-04,"ACHAVAL RODRIGUEZ, T., DR. AV. 1111","ACHAVAL RODRIGUEZ, T., DR. AV.",1111,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35864037,-34.61159241,2015,KOOVS,AWARDS CINE SRL,CINE PUBLICITARIO,2015-02-10,"ACHAVAL RODRIGUEZ, T., DR. AV. 1120","ACHAVAL RODRIGUEZ, T., DR. AV.",1120,PUERTO MADERO,COMUNA 1,1107,C1107ACN
-58.3586162,-34.61162241,2015,GCBA DOMINGO Y CORREDORES,ROZCA SA,CINE PUBLICITARIO,2015-08-05,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.3586162,-34.61162241,2014,LAUNCH- ZERO,LA DOBLE A SA,CINE PUBLICITARIO,2014-02-14,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.3586162,-34.61162241,2014,LAUNCH- ZERO,LA DOBLE A SA,CINE PUBLICITARIO,2014-02-17,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.3586162,-34.61162241,2015,MANIFIESTO,ORUGA FILMS SA,CINE PUBLICITARIO,2015-12-08,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.3586162,-34.61162241,2014,SIEMPRE LIBRE FIT,CT COMUNICACIONES SRL,CINE PUBLICITARIO,2014-08-27,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.3586162,-34.61162241,2015,DISPUESTO A TODO,KOCAWA SRL,CORTOMETRAJE,2015-11-18,"ACHAVAL RODRIGUEZ, T., DR. AV. 1121","ACHAVAL RODRIGUEZ, T., DR. AV.",1121,PUERTO MADERO,COMUNA 1,1107,C1107ACA
-58.35787959,-34.6134396,2012,DAVID,LND SRL,CINE PUBLICITARIO,2012-11-13,"ACHAVAL RODRIGUEZ, T., DR. AV. 1230","ACHAVAL RODRIGUEZ, T., DR. AV.",1230,PUERTO MADERO,COMUNA 1,1107,C1107ACO
-58.35772867,-34.61386775,2011,PERSONAL CUESTIONARIO,MONTECARLO FILMS SRL,CINE PUBLICITARIO,2011-06-08,"ACHAVAL RODRIGUEZ, T., DR. AV. 1255","ACHAVAL RODRIGUEZ, T., DR. AV.",1255,PUERTO MADERO,COMUNA 1,1107,C1107ACB
-58.35745099,-34.61465554,2011,MERCEDES BENZ,EL SANTUARIO SRL,CINE PUBLICITARIO,2011-10-08,"ACHAVAL RODRIGUEZ, T., DR. AV. 1301","ACHAVAL RODRIGUEZ, T., DR. AV.",1301,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35713708,-34.61554608,2011,ANDES NORTE,LANDIA SRL,CINE PUBLICITARIO,2011-12-09,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35713708,-34.61554608,2013,APEROL,ALTANA FILMS SA,CINE PUBLICITARIO,2013-01-14,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35713708,-34.61554608,2013,GANCIA - EL DATO,LND SRL,CINE PUBLICITARIO,2013-10-17,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35713708,-34.61554608,2015,LUSERS,LABHOUSE SA,LARGOMETRAJE,2015-02-06,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35713708,-34.61554608,2014,MERCEDES BENZ,VASKO FILMS SRL,FOTOGRAFIA,2014-02-25,"ACHAVAL RODRIGUEZ, T., DR. AV. 1353","ACHAVAL RODRIGUEZ, T., DR. AV.",1353,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35701635,-34.6158886,2013,CAMPARI,ALTANA FILMS SA,CINE PUBLICITARIO,2013-01-16,"ACHAVAL RODRIGUEZ, T., DR. AV. 1373","ACHAVAL RODRIGUEZ, T., DR. AV.",1373,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35690769,-34.61619686,2014,ECO BICISENDAS,ROZCA SA,CINE PUBLICITARIO,2014-12-22,"ACHAVAL RODRIGUEZ, T., DR. AV. 1391","ACHAVAL RODRIGUEZ, T., DR. AV.",1391,PUERTO MADERO,COMUNA 1,1107,C1107ACC
-58.35685945,-34.61633369,2015,PRACTICA FOTOGRAFIA,ESCUELA NACIONAL DE EXPERIMENTACION Y REALIZACION CINEMATOGRAFICA,ESTUDIANTES,2015-08-24,"ACHAVAL RODRIGUEZ, T., DR. AV. 1400","ACHAVAL RODRIGUEZ, T., DR. AV.",1400,PUERTO MADERO,COMUNA 1,1107,C1107ACP
-58.35684941,-34.61636873,2014,BUSCANDO A TITA,BUENOS AIRES PRODUCCIONES SA,DOCUMENTAL,2014-06-18,"ACHAVAL RODRIGUEZ, T., DR. AV. 1401","ACHAVAL RODRIGUEZ, T., DR. AV.",1401,PUERTO MADERO,COMUNA 1,1107,C1107ACD
-58.35684941,-34.61636873,2013,EN LAS NUBES,TRES PLANOS CINE SA,CORTOMETRAJE,2013-12-17,"ACHAVAL RODRIGUEZ, T., DR. AV. 1401","ACHAVAL RODRIGUEZ, T., DR. AV.",1401,PUERTO MADERO,COMUNA 1,1107,C1107ACD
-58.35684941,-34.61636873,2015,MIS NOCHES SIN TI,VALGA SRL,PROGRAMA TELEVISIVO,2015-06-04,"ACHAVAL RODRIGUEZ, T., DR. AV. 1401","ACHAVAL RODRIGUEZ, T., DR. AV.",1401,PUERTO MADERO,COMUNA 1,1107,C1107ACD
-58.35684801,-34.61637504,2014,BAIRES,MAGMA CINE SRL,LARGOMETRAJE,2014-05-12,"ACHAVAL RODRIGUEZ, T., DR. AV. 1405","ACHAVAL RODRIGUEZ, T., DR. AV.",1405,PUERTO MADERO,COMUNA 1,1107,C1107ACD
